[1451019600] LOG ROTATION: DAILY
[1451019600] LOG VERSION: 2.0
[1451019600] CURRENT HOST STATE: adauthdc1;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.29 ms
[1451019600] CURRENT HOST STATE: adauthdc2;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.38 ms
[1451019600] CURRENT HOST STATE: adauthdc3;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.49 ms
[1451019600] CURRENT HOST STATE: addc2;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.67 ms
[1451019600] CURRENT HOST STATE: adwsusclients;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.48 ms
[1451019600] CURRENT HOST STATE: adwsusservers;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.42 ms
[1451019600] CURRENT HOST STATE: emuprintps;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.54 ms
[1451019600] CURRENT HOST STATE: emuscript;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.55 ms
[1451019600] CURRENT HOST STATE: images;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.64 ms
[1451019600] CURRENT HOST STATE: lansweeper;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.56 ms
[1451019600] CURRENT HOST STATE: localhost;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.05 ms
[1451019600] CURRENT SERVICE STATE: adauthdc3;Service: AD Web Service;OK;HARD;1;ADWS: Started
[1451019600] CURRENT SERVICE STATE: adauthdc3;Service: DFS Namespace;OK;HARD;1;Dfs: Started
[1451019600] CURRENT SERVICE STATE: adauthdc3;Service: DNS Client;OK;HARD;1;Dnscache: Started
[1451019600] CURRENT SERVICE STATE: adauthdc3;Service: DNS Service;OK;HARD;1;DNS: Started
[1451019600] CURRENT SERVICE STATE: adauthdc3;Service: Distributed File System Replication;OK;HARD;1;DFSR: Started
[1451019600] CURRENT SERVICE STATE: adauthdc3;Service: Firewall;OK;HARD;1;MpsSvc: Started
[1451019600] CURRENT SERVICE STATE: adauthdc3;Service: Group Policy;OK;HARD;1;gpsvc: Started
[1451019600] CURRENT SERVICE STATE: adauthdc3;Service: Intersite Messaging;OK;HARD;1;IsmServ: Started
[1451019600] CURRENT SERVICE STATE: adauthdc3;Service: Key Distribution Center;OK;HARD;1;KDC: Started
[1451019600] CURRENT SERVICE STATE: adauthdc3;Service: NetLogin;OK;HARD;1;Netlogon: Started
[1451019600] CURRENT SERVICE STATE: adauthdc3;Service: RPC;OK;HARD;1;RpcSs: Started
[1451019600] CURRENT SERVICE STATE: adauthdc3;Service: Remote Loader for IDM;OK;HARD;1;dirxml_remote.exe: Running
[1451019600] CURRENT SERVICE STATE: adauthdc3;Service: Remote Management;OK;HARD;1;WinRM: Started
[1451019600] CURRENT SERVICE STATE: adauthdc3;Service: User Profile;OK;HARD;1;ProfSvc: Started
[1451019600] CURRENT SERVICE STATE: adauthdc3;Service: VMWare Tools;OK;HARD;1;VMTools: Started
[1451019600] CURRENT SERVICE STATE: adauthdc3;Service: WMI;OK;HARD;1;Winmgmt: Started
[1451019600] CURRENT SERVICE STATE: adauthdc3;Service: Windows Time;OK;HARD;1;W32Time: Started
[1451019600] CURRENT SERVICE STATE: adauthdc3;Uptime;OK;HARD;1;System Uptime - 13 day(s) 12 hour(s) 21 minute(s)
[1451019600] CURRENT SERVICE STATE: addc2;C:\ Drive Space;OK;HARD;1;c:\ - total: 79.66 Gb - used: 11.89 Gb (15%) - free 67.76 Gb (85%)
[1451019600] CURRENT SERVICE STATE: addc2;CPU Load;OK;HARD;1;CPU Load 1% (5 min average)
[1451019600] CURRENT SERVICE STATE: addc2;Memory Usage;OK;HARD;1;Memory usage: total:9471.57 MB - used: 1986.24 MB (21%) - free: 7485.33 MB (79%)
[1451019600] CURRENT SERVICE STATE: addc2;NSClient++ Version;OK;HARD;1;NSClient++ 0,4,1,73 2012-12-17
[1451019600] CURRENT SERVICE STATE: addc2;Service: AD Domain Service;OK;HARD;1;NTDS: Started
[1451019600] CURRENT SERVICE STATE: addc2;Service: AD Web Service;OK;HARD;1;ADWS: Started
[1451019600] CURRENT SERVICE STATE: addc2;Service: DFS Namespace;OK;HARD;1;Dfs: Started
[1451019600] CURRENT SERVICE STATE: addc2;Service: DNS Client;OK;HARD;1;Dnscache: Started
[1451019600] CURRENT SERVICE STATE: addc2;Service: DNS Service;OK;HARD;1;DNS: Started
[1451019600] CURRENT SERVICE STATE: addc2;Service: Distributed File System Replication;OK;HARD;1;DFSR: Started
[1451019600] CURRENT SERVICE STATE: addc2;Service: Firewall;OK;HARD;1;MpsSvc: Started
[1451019600] CURRENT SERVICE STATE: addc2;Service: Group Policy;OK;HARD;1;gpsvc: Started
[1451019600] CURRENT SERVICE STATE: addc2;Service: Intersite Messaging;OK;HARD;1;IsmServ: Started
[1451019600] CURRENT SERVICE STATE: addc2;Service: Key Distribution Center;OK;HARD;1;KDC: Started
[1451019600] CURRENT SERVICE STATE: addc2;Service: NetLogin;OK;HARD;1;Netlogon: Started
[1451019600] CURRENT SERVICE STATE: addc2;Service: RPC;OK;HARD;1;RpcSs: Started
[1451019600] CURRENT SERVICE STATE: addc2;Service: Remote Management;OK;HARD;1;WinRM: Started
[1451019600] CURRENT SERVICE STATE: addc2;Service: User Profile;OK;HARD;1;ProfSvc: Started
[1451019600] CURRENT SERVICE STATE: addc2;Service: VMWare Tools;OK;HARD;1;VMTools: Started
[1451019600] CURRENT SERVICE STATE: addc2;Service: WMI;OK;HARD;1;Winmgmt: Started
[1451019600] CURRENT SERVICE STATE: addc2;Service: Windows Time;OK;HARD;1;W32Time: Started
[1451019600] CURRENT SERVICE STATE: addc2;Uptime;OK;HARD;1;System Uptime - 6 day(s) 9 hour(s) 39 minute(s)
[1451019600] CURRENT SERVICE STATE: adwsusclients;C:\ Drive Space;OK;HARD;1;c:\ - total: 79.66 Gb - used: 26.69 Gb (34%) - free 52.97 Gb (66%)
[1451019600] CURRENT SERVICE STATE: adwsusclients;CPU Load;OK;HARD;1;CPU Load 3% (5 min average)
[1451019600] CURRENT SERVICE STATE: adwsusclients;Memory Usage;OK;HARD;1;Memory usage: total:10239.58 MB - used: 2200.73 MB (21%) - free: 8038.85 MB (79%)
[1451019600] CURRENT SERVICE STATE: adwsusclients;NSClient++ Version;OK;HARD;1;NSClient++ 0,4,1,73 2012-12-17
[1451019600] CURRENT SERVICE STATE: adwsusclients;Service: DNS Client;OK;HARD;1;Dnscache: Started
[1451019600] CURRENT SERVICE STATE: adwsusclients;Service: Firewall;OK;HARD;1;MpsSvc: Started
[1451019600] CURRENT SERVICE STATE: adwsusclients;Service: Group Policy;OK;HARD;1;gpsvc: Started
[1451019600] CURRENT SERVICE STATE: adwsusclients;Service: NetLogin;OK;HARD;1;Netlogon: Started
[1451019600] CURRENT SERVICE STATE: adwsusclients;Service: RPC;OK;HARD;1;RpcSs: Started
[1451019600] CURRENT SERVICE STATE: adwsusclients;Service: User Profile;OK;HARD;1;ProfSvc: Started
[1451019600] CURRENT SERVICE STATE: adwsusclients;Service: WMI;OK;HARD;1;Winmgmt: Started
[1451019600] CURRENT SERVICE STATE: adwsusclients;Service: Windows Time;OK;HARD;1;W32Time: Started
[1451019600] CURRENT SERVICE STATE: adwsusclients;Uptime;OK;HARD;1;System Uptime - 2 day(s) 11 hour(s) 36 minute(s)
[1451019600] CURRENT SERVICE STATE: adwsusservers;C:\ Drive Space;OK;HARD;1;c:\ - total: 79.66 Gb - used: 26.05 Gb (33%) - free 53.60 Gb (67%)
[1451019600] CURRENT SERVICE STATE: adwsusservers;CPU Load;OK;HARD;1;CPU Load 3% (5 min average)
[1451019600] CURRENT SERVICE STATE: adwsusservers;Memory Usage;OK;HARD;1;Memory usage: total:10239.58 MB - used: 2170.30 MB (21%) - free: 8069.28 MB (79%)
[1451019600] CURRENT SERVICE STATE: adwsusservers;NSClient++ Version;OK;HARD;1;NSClient++ 0,4,1,73 2012-12-17
[1451019600] CURRENT SERVICE STATE: adwsusservers;Service: DNS Client;OK;HARD;1;Dnscache: Started
[1451019600] CURRENT SERVICE STATE: adwsusservers;Service: Firewall;OK;HARD;1;MpsSvc: Started
[1451019600] CURRENT SERVICE STATE: adwsusservers;Service: Group Policy;OK;HARD;1;gpsvc: Started
[1451019600] CURRENT SERVICE STATE: adwsusservers;Service: NetLogin;OK;HARD;1;Netlogon: Started
[1451019600] CURRENT SERVICE STATE: adwsusservers;Service: RPC;OK;HARD;1;RpcSs: Started
[1451019600] CURRENT SERVICE STATE: adwsusservers;Service: User Profile;OK;HARD;1;ProfSvc: Started
[1451019600] CURRENT SERVICE STATE: adwsusservers;Service: WMI;OK;HARD;1;Winmgmt: Started
[1451019600] CURRENT SERVICE STATE: adwsusservers;Service: Windows Time;OK;HARD;1;W32Time: Started
[1451019600] CURRENT SERVICE STATE: adwsusservers;Uptime;OK;HARD;1;System Uptime - 3 day(s) 10 hour(s) 33 minute(s)
[1451019600] CURRENT SERVICE STATE: emuprintps;C:\ Drive Space;OK;HARD;1;c:\ - total: 44.66 Gb - used: 16.50 Gb (37%) - free 28.15 Gb (63%)
[1451019600] CURRENT SERVICE STATE: emuprintps;CPU Load;OK;HARD;1;CPU Load 0% (5 min average)
[1451019600] CURRENT SERVICE STATE: emuprintps;Memory Usage;OK;HARD;1;Memory usage: total:4799.59 MB - used: 1492.85 MB (31%) - free: 3306.74 MB (69%)
[1451019600] CURRENT SERVICE STATE: emuprintps;NSClient++ Version;OK;HARD;1;NSClient++ 0.4.4.15 2015-11-25
[1451019600] CURRENT SERVICE STATE: emuprintps;Service: DNS Client;OK;HARD;1;Dnscache: Started
[1451019600] CURRENT SERVICE STATE: emuprintps;Service: Firewall;OK;HARD;1;MpsSvc: Started
[1451019600] CURRENT SERVICE STATE: emuprintps;Service: Group Policy;OK;HARD;1;gpsvc: Started
[1451019600] CURRENT SERVICE STATE: emuprintps;Service: NetLogin;OK;HARD;1;Netlogon: Started
[1451019600] CURRENT SERVICE STATE: emuprintps;Service: RPC;OK;HARD;1;RpcSs: Started
[1451019600] CURRENT SERVICE STATE: emuprintps;Service: User Profile;OK;HARD;1;ProfSvc: Started
[1451019600] CURRENT SERVICE STATE: emuprintps;Service: WMI;OK;HARD;1;Winmgmt: Started
[1451019600] CURRENT SERVICE STATE: emuprintps;Service: Windows Time;OK;HARD;1;W32Time: Started
[1451019600] CURRENT SERVICE STATE: emuprintps;Uptime;OK;HARD;1;System Uptime - 6 day(s) 1 hour(s) 14 minute(s)
[1451019600] CURRENT SERVICE STATE: emuscript;C:\ Drive Space;OK;HARD;1;c:\ - total: 79.66 Gb - used: 15.54 Gb (20%) - free 64.11 Gb (80%)
[1451019600] CURRENT SERVICE STATE: emuscript;CPU Load;OK;HARD;1;CPU Load 0% (5 min average)
[1451019600] CURRENT SERVICE STATE: emuscript;Memory Usage;OK;HARD;1;Memory usage: total:4799.59 MB - used: 1027.70 MB (21%) - free: 3771.89 MB (79%)
[1451019600] CURRENT SERVICE STATE: emuscript;NSClient++ Version;OK;HARD;1;NSClient++ 0,4,1,73 2012-12-17
[1451019600] CURRENT SERVICE STATE: emuscript;Service: DNS Client;OK;HARD;1;Dnscache: Started
[1451019600] CURRENT SERVICE STATE: emuscript;Service: Firewall;OK;HARD;1;MpsSvc: Started
[1451019600] CURRENT SERVICE STATE: emuscript;Service: Group Policy;OK;HARD;1;gpsvc: Started
[1451019600] CURRENT SERVICE STATE: emuscript;Service: NetLogin;OK;HARD;1;Netlogon: Started
[1451019600] CURRENT SERVICE STATE: emuscript;Service: RPC;OK;HARD;1;RpcSs: Started
[1451019600] CURRENT SERVICE STATE: emuscript;Service: User Profile;OK;HARD;1;ProfSvc: Started
[1451019600] CURRENT SERVICE STATE: emuscript;Service: WMI;OK;HARD;1;Winmgmt: Started
[1451019600] CURRENT SERVICE STATE: emuscript;Service: Windows Time;OK;HARD;1;W32Time: Started
[1451019600] CURRENT SERVICE STATE: emuscript;Uptime;OK;HARD;1;System Uptime - 3 day(s) 13 hour(s) 7 minute(s)
[1451019600] CURRENT SERVICE STATE: images;C:\ Drive Space;OK;HARD;1;c:\ - total: 1841.16 Gb - used: 978.61 Gb (53%) - free 862.55 Gb (47%)
[1451019600] CURRENT SERVICE STATE: images;CPU Load;OK;HARD;1;CPU Load 0% (5 min average)
[1451019600] CURRENT SERVICE STATE: images;Memory Usage;OK;HARD;1;Memory usage: total:37074.86 MB - used: 2239.27 MB (6%) - free: 34835.59 MB (94%)
[1451019600] CURRENT SERVICE STATE: images;NSClient++ Version;OK;HARD;1;NSClient++ 0.4.4.15 2015-11-25
[1451019600] CURRENT SERVICE STATE: images;Service: DNS Client;OK;HARD;1;Dnscache: Started
[1451019600] CURRENT SERVICE STATE: images;Service: Firewall;OK;HARD;1;MpsSvc: Started
[1451019600] CURRENT SERVICE STATE: images;Service: Group Policy;OK;HARD;1;gpsvc: Started
[1451019600] CURRENT SERVICE STATE: images;Service: MDT Monitor;OK;HARD;1;MDT_Monitor: Started
[1451019600] CURRENT SERVICE STATE: images;Service: NetLogin;OK;HARD;1;Netlogon: Started
[1451019600] CURRENT SERVICE STATE: images;Service: PXE Boot;OK;HARD;1;WDSServer: Started
[1451019600] CURRENT SERVICE STATE: images;Service: Print Spooler;OK;HARD;1;Spooler: Started
[1451019600] CURRENT SERVICE STATE: images;Service: RPC;OK;HARD;1;RpcSs: Started
[1451019600] CURRENT SERVICE STATE: images;Service: User Profile;OK;HARD;1;ProfSvc: Started
[1451019600] CURRENT SERVICE STATE: images;Service: WMI;OK;HARD;1;Winmgmt: Started
[1451019600] CURRENT SERVICE STATE: images;Service: Windows Time;OK;HARD;1;W32Time: Started
[1451019600] CURRENT SERVICE STATE: images;Uptime;OK;HARD;1;System Uptime - 9 day(s) 8 hour(s) 43 minute(s)
[1451019600] CURRENT SERVICE STATE: lansweeper;C:\ Drive Space;OK;HARD;1;c:\ - total: 49.48 Gb - used: 27.07 Gb (55%) - free 22.41 Gb (45%)
[1451019600] CURRENT SERVICE STATE: lansweeper;CPU Load;OK;HARD;1;CPU Load 0% (5 min average)
[1451019600] CURRENT SERVICE STATE: lansweeper;Memory Usage;OK;HARD;1;Memory usage: total:4991.10 MB - used: 2168.48 MB (43%) - free: 2822.62 MB (57%)
[1451019600] CURRENT SERVICE STATE: lansweeper;NSClient++ Version;OK;HARD;1;NSClient++ 0.5.0.19 2015-12-10
[1451019600] CURRENT SERVICE STATE: lansweeper;Service: DNS Client;OK;HARD;1;Dnscache: Started
[1451019600] CURRENT SERVICE STATE: lansweeper;Service: Firewall;OK;HARD;1;MpsSvc: Started
[1451019600] CURRENT SERVICE STATE: lansweeper;Service: Group Policy;OK;HARD;1;gpsvc: Started
[1451019600] CURRENT SERVICE STATE: lansweeper;Service: NetLogin;OK;HARD;1;Netlogon: Started
[1451019600] CURRENT SERVICE STATE: lansweeper;Service: RPC;OK;HARD;1;RpcSs: Started
[1451019600] CURRENT SERVICE STATE: lansweeper;Service: User Profile;OK;HARD;1;ProfSvc: Started
[1451019600] CURRENT SERVICE STATE: lansweeper;Service: WMI;OK;HARD;1;Winmgmt: Started
[1451019600] CURRENT SERVICE STATE: lansweeper;Service: Windows Time;OK;HARD;1;W32Time: Started
[1451019600] CURRENT SERVICE STATE: lansweeper;Uptime;OK;HARD;1;System Uptime - 2 day(s) 10 hour(s) 39 minute(s)
[1451019600] CURRENT SERVICE STATE: localhost;Current Users;OK;HARD;1;USERS OK - 2 users currently logged in
[1451019600] CURRENT SERVICE STATE: localhost;HTTP;CRITICAL;HARD;4;HTTP CRITICAL - Invalid HTTP response received from host: <?xml version="1.0" encoding="ISO-8859-1"?>
[1451019600] CURRENT SERVICE STATE: localhost;PING;OK;HARD;1;PING OK - Packet loss = 0%, RTA = 0.05 ms
[1451019600] CURRENT SERVICE STATE: localhost;Root Partition;OK;HARD;1;DISK OK - free space: / 69322 MB (92% inode=95%):
[1451019600] CURRENT SERVICE STATE: localhost;SSH;OK;HARD;1;SSH OK - OpenSSH_6.6.1 (protocol 2.0)
[1451019600] CURRENT SERVICE STATE: localhost;Swap Usage;OK;HARD;1;SWAP OK - 100% free (2053 MB out of 2053 MB)
[1451019600] CURRENT SERVICE STATE: localhost;Total Processes;OK;HARD;1;PROCS OK: 91 processes with STATE = RSZDT
[1451020830] Auto-save of retention data completed successfully.
[1451024430] Auto-save of retention data completed successfully.
[1451028030] Auto-save of retention data completed successfully.
[1451031630] Auto-save of retention data completed successfully.
[1451035230] Auto-save of retention data completed successfully.
[1451038830] Auto-save of retention data completed successfully.
[1451042430] Auto-save of retention data completed successfully.
[1451046030] Auto-save of retention data completed successfully.
[1451049630] Auto-save of retention data completed successfully.
[1451053230] Auto-save of retention data completed successfully.
[1451056830] Auto-save of retention data completed successfully.
[1451060430] Auto-save of retention data completed successfully.
[1451064030] Auto-save of retention data completed successfully.
[1451067630] Auto-save of retention data completed successfully.
[1451071230] Auto-save of retention data completed successfully.
[1451074830] Auto-save of retention data completed successfully.
[1451078430] Auto-save of retention data completed successfully.
[1451082030] Auto-save of retention data completed successfully.
[1451085630] Auto-save of retention data completed successfully.
[1451089230] Auto-save of retention data completed successfully.
[1451092830] Auto-save of retention data completed successfully.
[1451096430] Auto-save of retention data completed successfully.
[1451100030] Auto-save of retention data completed successfully.
[1451103630] Auto-save of retention data completed successfully.
